filename,idx,eng,CP1,CP2,H_donor,H_accep,HB,ionCRD,cc,co,numHB,numSHB,numCRD,C_O,pt_len,dih_gs1,dih_gs2,cp1p,cp1t,cp2p,cp2t,freq,unphy,HB_info,bond_brk,bond_uexp,CP1_f,CP2_f,H_donor_f,H_accep_f,HB_f,ionCRD_f,numHB_f,numCRD_f,C_O_f,pt_len_f,dih_gs1_f,dih_gs2_f,cp1p_f,cp1t_f,cp2p_f,cp2t_f,HB_info_f,E
aMal429_TSdh_nn_123_0,6040,-1459.8659,2SO,OS2,2,3,"[9_50,11_9]","[1,2]",1,3,2,0,2,2.13,"[2.158, 0.95]",86.8,60.0,157.0,79.2,333.0,94.5,0,0,"[[6.65,4.17,113.1],[7.99,4.39,131.3]]","[[[1, 2],'C_C',1.768,'bb'],[[2, 2],'H_O',2.158,'OH'],[[3, 3],'C_O',2.13,'CO']]",[],2SO,OS2,2,3,"[9_50,11_9]","[1,2]",2,2,2.197,"[2.126, 0.947]",100.6,56.7,156.0,80.0,329.9,95.3,"[[6.91,5.07,102.3],[8.13,4.66,127.7]]",420.9
aMal272_TSdh_nn_344_0,2697,-1459.8996,E1,1S3,1,2,"[3_6,11_10,13_11]","[1,9,50]",-1,2,3,2,3,1.9069999999999998,"[2.864, 0.935]",99.5,60.0,63.3,67.1,209.6,87.3,0,0,"[[8.44,4.41,139.4],[8.0,6.23,100.1],[8.55,4.46,141.0]]","[[[1, 1],'H_O',2.864,'OH'],[[2, 2],'C_O',1.907,'CO']]",[],E1,1S3,1,2,"[3_6,13_11]","[1,9,50]",2,3,1.905,"[2.498, 0.94]",135.5,62.1,57.3,67.4,209.2,86.3,"[[8.4,4.22,144.6],[8.79,4.86,135.0]]",332.4
aMal132_TSdh_nn_153_1,2737,-1459.8994,5S1,4C1,1,2,"[3_6,10_9,11_10]","[1,0,50]",-1,2,3,1,3,2.238,"[1.856, 0.949]",84.3,30.0,103.8,102.0,226.8,1.4,0,0,"[[8.2,3.94,149.4],[7.84,5.82,103.6],[7.87,5.5,108.6]]","[[[1, 1],'H_O',1.856,'OH'],[[2, 2],'C_O',2.238,'CO']]",[],5H4,4C1,1,2,"[3_6,9_10,10_11]","[1,9,0,50]",3,4,2.229,"[1.642, 0.985]",58.3,45.0,95.7,122.4,266.1,9.4,"[[7.51,3.61,143.2],[7.73,5.64,104.6],[8.08,6.18,101.6]]",332.9
aMal400_TSdh_nn_177_0,3729,-1459.8912,5S1,3S1,1,2,"[6_3,9_11,10_7,13_7]","[1,9,0,50]",-1,2,4,0,4,2.239,"[1.808, 0.958]",92.6,60.0,104.5,99.7,15.1,90.7,0,0,"[[8.95,5.09,132.3],[8.27,5.03,122.2],[7.93,4.83,120.7],[7.48,5.23,107.5]]","[[[1, 1],'H_O',1.808,'OH'],[[2, 2],'C_O',2.239,'CO']]",[],5S1,OS2,1,2,"[6_3,9_11,10_7,13_6]","[1,9,0,50]",4,4,2.23,"[1.758, 0.965]",124.3,45.0,102.3,99.2,332.5,92.7,"[[9.36,5.6,128.3],[7.83,3.88,141.7],[8.12,5.23,116.4],[10.22,6.06,132.8]]",354.4
aMal128_TSdh_nn_003_0,289,-1459.9316,E4,OS2,2,1,"[2_1,3_6,9_11,10_7]","[1,2,9,50]",-1,1,4,3,4,2.352,"[1.246, 1.323]",173.8,75.0,64.2,124.7,339.0,90.9,0,0,"[[5.45,1.32,153.7],[7.33,3.44,145.5],[8.05,3.93,146.3],[7.78,4.61,122.8]]","[[[1, 1],'C_O',2.352,'CO'],[[2, 2],'H_O',1.246,'OH']]",[],3E,OS2,2,1,"[2_1,3_6,9_11,10_7]","[1,2,9,50]",4,4,2.363,"[1.324, 1.194]",140.0,60.5,356.1,112.0,332.9,93.5,"[[5.54,1.19,153.7],[7.72,3.46,157.5],[7.74,3.8,142.5],[8.18,5.21,117.7]]",248.4
aMal344_TSdh_nn_184_1,4619,-1459.8841,3S1,5S1,1,2,"[1_2,3_0,6_0,11_50,13_10]","[1,2,50]",-1,2,5,3,3,2.164,"[1.388, 1.126]",87.0,30.0,16.2,77.1,84.7,83.8,0,0,"[[5.53,1.13,147.3],[6.62,3.6,123.9],[7.9,6.11,100.4],[7.71,3.75,143.7],[8.32,4.14,145.5]]","[[[1, 1],'H_O',1.388,'OH'],[[2, 2],'C_O',2.164,'CO']]",[],3S1,5S1,1,2,"[1_2,3_0,6_0,13_10]","[1,9,50]",4,3,2.176,"[1.444, 1.077]",62.2,30.9,23.0,78.8,88.6,88.1,"[[5.79,1.08,151.2],[6.67,3.63,124.1],[7.86,5.88,103.0],[8.19,4.52,132.0]]",373.1
aMal218_TSdh_nn_113_2,4871,-1459.8813,1S3,OS2,1,2,"[9_11,10_7]","[1,6,0]",-1,2,2,1,3,2.073,"[2.179, 0.95]",66.5,120.0,208.3,83.4,341.4,91.3,0,0,"[[7.84,3.78,146.1],[7.76,4.59,122.9]]","[[[1, 1],'H_O',2.179,'OH'],[[2, 2],'C_O',2.073,'CO']]",[],1S3,3OB,1,2,"[3_9,9_11,10_7]","[1,6,0]",3,3,2.0340000000000003,"[2.383, 0.945]",94.6,123.9,218.1,83.5,13.5,91.9,"[[7.24,3.08,158.7],[7.61,3.92,135.8],[7.97,4.87,120.6]]",380.4
aMal29_TSdh_nn_123_2,5292,-1459.8763,2SO,OS2,2,3,"[9_11,13_7]","[1,2]",1,3,2,1,2,2.13,"[2.158, 0.95]",86.8,120.0,157.0,79.2,332.9,91.5,0,0,"[[8.41,4.22,145.1],[7.73,5.43,107.9]]","[[[1, 2],'C_C',1.768,'bb'],[[2, 2],'H_O',2.158,'OH'],[[3, 3],'C_O',2.13,'CO']]",[],4C1,OS2,2,3,"[9_11,10_7,13_7]","[1,2]",3,2,2.4819999999999998,"[1.903, 0.956]",68.8,153.0,140.7,3.3,340.6,91.6,"[[7.8,3.77,145.2],[7.81,4.75,120.5],[7.85,5.92,102.4]]",393.6
aMal155_TSdh_nn_050_0,2825,-1459.8988,4C1,4C1,3,2,"[2_1,10_9,11_10,13_11]","[3,50]",3,2,4,1,2,2.077,"[3.074, 0.932]",277.2,60.0,189.2,13.7,223.3,2.0,0,0,"[[8.05,5.93,104.6],[7.88,5.91,102.9],[7.83,5.52,107.8],[7.87,4.11,136.4]]","[[[3, 4],'C_C',1.808,'bb'],[[2, 2],'C_O',2.077,'CO'],[[3, 3],'H_O',3.074,'OH']]",[],4C1,4C1,3,2,"[9_6,9_50,10_9]","[3,11,13]",3,3,2.037,"[2.592, 0.937]",269.7,80.7,168.1,13.2,69.5,10.4,"[[8.39,4.18,146.0],[7.89,5.81,104.2],[8.24,5.98,106.4]]",334.5
aMal79_TSdh_nn_184_0,4677,-1459.8835,3S1,5S1,1,2,"[1_2,3_0,6_0,9_50,13_10]","[1,2,50]",-1,2,5,2,3,2.164,"[1.388, 1.126]",87.0,60.0,16.2,77.1,85.6,85.9,0,0,"[[5.53,1.13,147.3],[6.62,3.6,123.9],[7.9,6.11,100.4],[7.87,5.26,112.3],[8.11,4.02,144.6]]","[[[1, 1],'H_O',1.388,'OH'],[[2, 2],'C_O',2.164,'CO']]",[],3OB,5S1,-1,-1,"[1_2,3_0,9_2,13_10]","[1,2,11,50]",4,4,2.2319999999999998,"[0, 0]",88.0,112.6,13.3,78.4,92.4,92.2,"[[5.74,2.02,152.8],[6.55,3.73,119.6],[7.63,3.18,174.6],[8.16,4.43,133.7]]",374.7
aMal10_TSdh_nn_025_0,170,-1459.9359,3E,3S1,2,1,"[2_1,9_11,10_7,11_50]","[1,2,11,50]",-1,1,4,2,4,2.296,"[1.327, 1.192]",151.5,150.0,11.7,115.1,23.8,90.5,0,0,"[[5.5,1.19,151.4],[9.72,6.2,122.8],[8.4,5.39,117.7],[7.8,4.01,138.0]]","[[[1, 1],'C_O',2.296,'CO'],[[2, 2],'H_O',1.327,'OH']]",[],3H4,3S1,2,1,"[2_1,10_7,11_1]","[2,9,11,50]",3,4,2.33,"[1.38, 1.135]",159.1,82.1,15.6,120.2,22.2,89.1,"[[5.78,1.14,158.6],[8.47,5.42,118.2],[7.6,3.48,150.3]]",237.1
aMal174_TSdh_nn_184_2,2192,-1459.9042,3S1,1C4,1,2,"[1_2,3_0,6_0,11_9,13_10]","[1,2,50]",-1,2,5,2,3,2.164,"[1.388, 1.126]",87.0,135.0,16.2,77.1,225.9,173.7,0,0,"[[5.53,1.13,147.3],[6.62,3.6,123.9],[7.9,6.11,100.4],[8.21,4.71,127.8],[7.66,3.63,147.5]]","[[[1, 1],'H_O',1.388,'OH'],[[2, 2],'C_O',2.164,'CO']]",[],3S1,1C4,1,2,"[1_2,3_0,6_0,9_2,13_10]","[1,9,11,7]",5,4,2.188,"[1.423, 1.093]",166.3,64.4,23.9,81.4,164.8,170.3,"[[5.84,1.09,156.4],[6.52,3.5,124.3],[7.79,5.85,102.6],[7.88,3.63,152.6],[7.48,3.68,140.8]]",320.3
aMal428_TSdh_nn_116_2,5999,-1459.8666,5S1,3S1,3,6,"[1_9,1_11,1_50,2_1,3_6,9_1,9_11,11_1,11_50]","[2,3]",-1,6,9,3,2,2.221,"[1.518, 1.069]",79.2,120.0,83.4,88.7,26.5,93.0,0,0,"[[7.9,4.97,117.3],[8.84,5.25,126.5],[7.67,3.64,146.4],[8.67,6.29,107.3],[6.4,1.07,164.7],[7.9,5.04,116.4],[8.84,5.16,128.8],[8.84,6.13,111.8],[7.77,3.96,138.2]]","[[[3, 3],'H_O',1.518,'OH'],[[6, 6],'C_O',2.221,'CO']]",[],5S1,5S1,3,6,"[1_9,1_50,2_1,3_6,11_50]","[2,3]",5,2,2.213,"[1.505, 1.075]",91.8,70.6,85.6,90.4,82.7,88.9,"[[9.44,4.85,148.3],[7.61,3.95,134.5],[8.46,6.01,108.7],[6.37,1.08,166.5],[7.7,4.07,134.1]]",419.0
aMal193_TSdh_nn_067_0,3859,-1459.8903,4C1,4C1,3,2,"[9_10,10_11]","[3,50]",3,2,2,0,2,2.116,"[2.406, 0.94]",278.6,60.0,151.5,10.5,264.0,4.3,0,0,"[[8.12,5.99,104.8],[8.33,5.97,107.6]]","[[[3, 4],'C_C',1.762,'bb'],[[2, 2],'C_O',2.116,'CO'],[[3, 3],'H_O',2.406,'OH']]",[],4C1,4C1,3,2,[10_11],"[3,9,50]",1,3,2.127,"[2.37, 0.94]",177.9,84.0,147.4,12.3,207.3,3.8,"[[8.31,5.94,107.8]]",356.8
aMal44_TSdh_nn_084_2,1749,-1459.9083,5S1,OS2,1,2,"[2_3,3_6,9_1,9_50,11_9,13_7]","[1,9,0,50]",-1,0,6,1,4,2.085,"[3.692, 0.937]",74.9,120.0,86.4,79.5,331.9,94.1,0,0,"[[6.62,3.71,120.8],[7.48,3.64,141.5],[7.55,4.37,123.9],[6.68,4.25,112.0],[8.12,4.52,130.7],[7.49,5.23,107.5]]","[[[0, 1],'C_O',2.085,'bb'],[[1, 1],'H_O',3.692,'OH'],[[2, 2],'C_O',1.743,'CO']]",[],5S1,3S1,1,2,"[2_3,3_6,9_1,10_13]","[1,9,11,0,50]",4,5,1.953,"[3.737, 0.938]",88.0,80.7,86.4,79.6,17.0,88.7,"[[6.87,4.02,118.9],[7.71,3.88,138.9],[8.23,5.27,117.2],[7.78,3.53,155.4]]",309.5
aMal443_TSdh_nn_187_0,1815,-1459.9077,3S1,3S1,-1,-1,"[1_2,3_6,3_0,9_50,13_7]","[1,2,9,50]",-1,2,5,2,4,2.253,"[0, 0]",93.2,45.0,25.9,79.2,28.7,89.8,0,0,"[[5.52,1.83,150.5],[7.37,3.27,150.3],[6.94,4.85,104.7],[7.13,4.49,114.8],[7.46,5.22,107.4]]","[[[2, 2],'C_O',2.253,'CO']]",[],3S1,3S1,1,2,"[1_2,3_6,9_2]","[1,9,11,50]",3,4,2.165,"[1.337, 1.183]",86.1,71.5,30.7,84.0,19.1,89.6,"[[5.67,1.18,158.0],[6.9,2.85,156.3],[7.64,3.49,151.2]]",311.1
aMal43_TSdh_nn_254_1,5742,-1459.8703,4H5,3S1,1,2,"[6_50,9_50]","[1,0]",-1,2,2,0,2,2.016,"[2.168, 0.949]",53.7,45.0,264.1,65.6,31.8,88.7,0,0,"[[7.95,4.62,125.5],[7.22,4.32,119.3]]","[[[1, 1],'H_O',2.168,'OH'],[[2, 2],'C_O',2.016,'CO']]",[],E5,3S1,1,2,"[3_7,6_11,6_50,9_50]","[1,0]",4,2,2.0869999999999997,"[2.042, 0.954]",49.6,50.5,289.0,68.6,25.8,91.5,"[[8.69,4.32,148.5],[8.14,3.59,169.9],[7.56,5.47,104.7],[6.74,4.52,108.3]]",409.3
aMal173_TSdh_nn_340_0,5289,-1459.8763,B3O,5S1,3,2,"[2_1,11_50,13_10]","[3,11,50]",3,2,3,2,3,2.023,"[2.855, 0.933]",273.9,120.0,167.4,80.7,84.9,84.1,0,0,"[[6.71,4.24,112.5],[7.83,3.84,144.0],[8.14,4.04,144.5]]","[[[3, 4],'C_C',1.846,'bb'],[[2, 2],'C_O',2.023,'CO'],[[3, 3],'H_O',2.855,'OH']]",[],B3O,5S1,3,2,"[2_1,13_10]","[3,11,7,50]",2,4,2.03,"[2.637, 0.936]",286.8,111.9,166.1,81.4,100.6,93.3,"[[6.9,4.35,113.5],[8.29,4.69,129.7]]",393.6
aMal204_TSdh_nn_047_1,5605,-1459.872,1C4,1C4,-1,-1,"[1_2,2_50,3_6,11_9,11_7]","[3,6]",-1,6,5,2,2,2.2969999999999997,"[0, 0]",163.1,345.0,56.6,173.5,196.8,176.1,0,0,"[[7.16,4.51,114.5],[7.56,3.85,137.2],[5.8,1.97,155.7],[8.09,4.78,124.3],[8.51,6.36,104.5]]","[[[6, 6],'C_O',2.297,'CO']]",[],1C4,1C4,-1,-1,"[1_2,2_50,3_6,9_0,11_9]","[3,6]",5,2,2.343,"[0, 0]",170.1,4.8,69.9,175.3,246.9,175.7,"[[7.21,4.57,114.3],[7.5,3.69,140.8],[5.79,1.92,156.1],[7.87,4.49,126.7],[7.78,3.91,140.2]]",404.9
aMal347_TSdh_nn_016_1,2220,-1459.9041,E3,1C4,-1,-1,"[2_1,3_50,9_50,11_9]","[1,2,3]",-1,1,4,2,3,2.528,"[0, 0]",150.8,15.0,164.8,62.8,246.6,174.6,0,0,"[[5.51,1.86,148.4],[7.95,5.58,108.4],[7.33,4.82,111.8],[7.93,4.11,137.5]]","[[[1, 1],'C_O',2.528,'CO']]",[],2H3,1C4,-1,-1,"[2_1,3_50,9_50,10_13,11_9]","[1,2,3]",5,3,2.563,"[0, 0]",158.5,61.4,160.4,66.5,339.5,176.1,"[[5.57,1.93,148.2],[8.01,5.72,107.1],[7.22,5.08,106.4],[9.11,5.84,120.1],[7.69,3.88,139.1]]",320.6
aMal130_TSdh_nn_097_2,3926,-1459.8897,5S1,OS2,1,2,"[3_2,9_1,9_50,11_9,13_7]","[1,0,50]",-1,0,5,1,3,1.824,"[2.514, 0.943]",77.7,150.0,90.1,79.4,330.8,92.7,0,0,"[[8.5,6.19,106.8],[6.67,3.24,136.1],[6.69,4.27,112.1],[8.35,4.75,129.4],[7.81,5.63,105.9]]","[[[0, 1],'C_O',1.824,'bb'],[[1, 1],'H_O',2.514,'OH'],[[2, 2],'C_O',1.935,'CO']]",[],B14,OS2,1,2,"[9_1,9_50,11_9]","[1,13,50]",3,3,2.035,"[2.439, 0.943]",85.8,160.0,72.9,76.0,319.3,93.7,"[[8.88,4.04,172.9],[7.82,5.27,110.9],[9.44,5.9,123.9]]",358.4
aMal350_TSdh_nn_080_2,831,-1459.9176,5S1,3S1,1,2,"[2_3,9_1,9_50,10_7,11_9,13_10]","[1,11,0,50]",-1,0,6,2,4,2.0469999999999997,"[3.685, 0.936]",77.5,105.0,91.0,78.8,22.4,90.5,0,0,"[[6.38,3.63,118.5],[7.71,3.99,136.5],[7.21,5.31,102.7],[7.72,4.84,117.3],[8.09,6.07,103.3],[8.09,3.89,149.1]]","[[[0, 1],'C_O',2.047,'bb'],[[1, 1],'H_O',3.685,'OH'],[[2, 2],'C_O',1.779,'CO']]",[],E1,3S1,1,2,"[3_6,10_13]","[1,9,11,50]",2,4,2.005,"[2.099, 0.951]",92.5,74.0,46.8,70.6,19.5,87.7,"[[8.11,3.82,151.8],[7.71,3.47,155.7]]",285.1
aMal247_TSdh_nn_273_2,3574,-1459.8925,4C1,3S1,1,2,[9_50],"[1,6]",-1,2,1,0,2,2.056,"[2.33, 0.946]",69.4,120.0,28.6,16.3,37.3,85.5,0,0,"[[7.48,4.7,116.2]]","[[[1, 1],'H_O',2.33,'OH'],[[2, 2],'C_O',2.056,'CO']]",[],4C1,3S1,1,2,"[3_9,9_11]","[1,6]",2,2,2.1109999999999998,"[2.332, 0.938]",105.3,125.1,22.9,19.6,18.0,92.2,"[[7.54,3.29,158.7],[7.89,4.17,134.5]]",351.0
aMal259_TSdh_nn_093_0,3658,-1459.8919,B3O,5S1,3,2,"[2_1,9_50]","[3,11,50]",3,2,2,0,3,2.039,"[2.819, 0.933]",276.4,120.0,168.2,75.7,83.3,89.3,0,0,"[[6.8,4.34,112.3],[7.67,5.02,113.5]]","[[[3, 4],'C_C',1.832,'bb'],[[2, 2],'C_O',2.039,'CO'],[[3, 3],'H_O',2.819,'OH']]",[],B3O,25B,3,2,"[2_1,10_13]","[3,11,7,50]",2,4,2.046,"[2.622, 0.937]",286.8,113.0,167.3,76.5,106.9,88.8,"[[7.0,4.44,113.5],[8.27,4.36,137.6]]",352.6
aMal8_TSdh_nn_104_0,3491,-1459.8931,25B,3S1,1,2,"[9_11,9_50]","[1,9,0,50]",-1,2,2,0,4,2.218,"[1.839, 0.952]",83.2,60.0,110.4,101.0,20.8,91.4,0,0,"[[8.73,5.63,118.3],[6.77,4.99,101.4]]","[[[1, 1],'H_O',1.839,'OH'],[[2, 2],'C_O',2.218,'CO']]",[],5S1,OS2,1,2,"[9_11,11_13]","[1,9,0,50]",2,4,2.246,"[1.743, 0.964]",125.8,52.3,103.4,101.1,327.3,94.8,"[[7.94,3.99,141.0],[8.35,4.96,124.7]]",349.5
aMal80_TSdh_nn_161_0,982,-1459.9152,3E,5S1,2,1,"[2_1,3_6,9_50,11_50]","[1,2,9,50]",-1,1,4,3,4,2.383,"[1.275, 1.264]",96.8,60.0,352.5,109.1,87.4,90.1,0,0,"[[5.46,1.26,153.5],[7.98,3.87,146.5],[7.63,5.32,108.0],[7.99,3.9,146.0]]","[[[1, 1],'C_O',2.383,'CO'],[[2, 2],'H_O',1.275,'OH']]",[],3E,5S1,2,1,"[2_1,3_6,9_2]","[1,2,11,50]",3,4,2.286,"[1.366, 1.159]",87.8,112.5,350.0,116.5,91.1,94.2,"[[5.55,1.16,149.0],[7.55,3.84,136.9],[7.63,3.19,173.4]]",291.4
aMal316_TSdh_nn_344_1,935,-1459.9156,E1,5S1,1,2,"[3_6,10_13,11_50]","[1,11,50]",-1,2,3,3,3,1.9069999999999998,"[2.864, 0.935]",99.5,90.0,63.3,67.1,81.7,81.3,0,0,"[[8.44,4.41,139.4],[8.15,4.09,143.3],[7.8,3.85,142.7]]","[[[1, 1],'H_O',2.864,'OH'],[[2, 2],'C_O',1.907,'CO']]",[],E1,3S1,1,2,"[3_6,10_13]","[1,9,11,50]",2,4,1.939,"[2.334, 0.943]",93.4,75.0,51.6,69.3,19.7,87.6,"[[8.17,3.94,149.0],[7.71,3.47,156.0]]",290.4
aMal414_TSdh_nn_001_1,1735,-1459.9083,3H4,4C1,2,1,"[2_1,9_10,10_11]","[1,2,50]",-1,1,3,1,3,2.267,"[1.282, 1.257]",167.5,165.0,33.3,120.5,109.6,4.8,0,0,"[[5.43,1.26,151.8],[7.84,5.51,108.1],[8.4,6.11,106.7]]","[[[1, 1],'C_O',2.267,'CO'],[[2, 2],'H_O',1.282,'OH']]",[],3H4,4C1,2,1,"[2_1,9_10,10_11]","[1,2,7,50]",3,4,2.3209999999999997,"[1.267, 1.277]",186.1,186.3,23.2,120.3,176.6,7.6,"[[5.46,1.28,154.2],[7.59,5.42,106.0],[8.42,6.23,105.3]]",309.5
aMal248_TSdh_nn_073_1,4388,-1459.8861,1S3,5S1,3,2,"[1_2,11_50,13_7]","[3,11,50]",3,2,3,1,3,2.136,"[2.377, 0.941]",166.4,120.0,197.5,75.2,87.5,82.2,0,0,"[[7.75,5.56,106.0],[7.96,4.0,141.7],[7.39,4.83,112.7]]","[[[3, 4],'C_C',1.726,'bb'],[[2, 2],'C_O',2.136,'CO'],[[3, 3],'H_O',2.377,'OH']]",[],B3O,3S1,3,2,"[1_2,10_7]","[3,9,11,50]",2,4,2.171,"[2.114, 0.951]",180.2,89.6,189.5,76.9,19.2,88.1,"[[7.84,4.99,116.4],[8.25,5.24,118.1]]",367.8
aMal230_TSdh_nn_250_1,5963,-1459.8674,OS2,5S1,1,2,"[2_11,2_50,6_0,11_2,11_50,13_7]",[1],-1,2,6,2,1,1.9609999999999999,"[2.937, 0.931]",93.0,135.0,340.3,90.0,86.8,83.6,0,0,"[[9.64,5.47,134.5],[6.98,3.26,141.3],[7.83,6.04,100.5],[9.64,6.38,118.5],[7.87,3.9,142.7],[7.38,4.84,112.3]]","[[[1, 1],'H_O',2.937,'OH'],[[2, 2],'C_O',1.961,'CO']]",[],OS2,5S1,1,2,"[2_11,3_9,11_7,11_50,13_7]",[1],5,1,2.004,"[2.867, 0.927]",91.1,154.6,325.9,80.8,85.1,86.8,"[[8.26,3.58,180.0],[8.64,4.92,130.6],[9.14,6.45,110.8],[6.76,3.55,128.4],[7.63,5.47,105.8]]",416.9
aMal443_TSdh_nn_116_0,6056,-1459.8657,5S1,3S1,3,6,"[1_50,2_1,3_6,9_50,13_7]","[2,3]",-1,6,5,2,2,2.221,"[1.518, 1.069]",79.2,60.0,83.4,88.7,28.7,89.8,0,0,"[[7.67,3.64,146.4],[8.67,6.29,107.3],[6.4,1.07,164.7],[7.13,4.49,114.8],[7.46,5.22,107.4]]","[[[3, 3],'H_O',1.518,'OH'],[[6, 6],'C_O',2.221,'CO']]",[],5S1,3S1,3,6,"[1_9,1_50,2_1,3_6,11_50]","[2,3]",5,2,2.213,"[1.517, 1.068]",94.7,60.2,85.1,90.2,29.0,89.0,"[[9.24,4.7,148.5],[7.71,3.93,137.3],[8.45,5.98,108.9],[6.42,1.07,166.3],[8.03,4.78,123.5]]",421.4
aMal406_TSdh_nn_339_2,2751,-1459.8992,5S1,3OB,1,2,"[3_6,9_1,9_11,10_7]","[1,11,0,50]",-1,2,4,1,4,2.191,"[1.747, 0.966]",80.1,135.0,104.8,94.2,14.7,90.7,0,0,"[[8.01,4.93,120.2],[9.6,5.35,137.9],[8.25,5.02,122.1],[7.79,4.69,121.3]]","[[[1, 1],'H_O',1.747,'OH'],[[2, 2],'C_O',2.191,'CO']]",[],5S1,3S1,1,2,"[2_9,9_1,9_11,9_50,10_7]","[1,11,0,50]",5,4,2.108,"[1.801, 0.964]",76.7,123.8,95.3,96.7,15.5,91.3,"[[7.64,4.15,130.2],[7.96,3.71,150.9],[9.05,6.22,112.6],[7.1,5.27,101.1],[8.14,5.1,118.9]]",333.4
aMal466_TSdh_nn_188_2,3997,-1459.8891,25B,3S1,1,2,"[6_0,9_11,11_50]","[1,11,0,50]",-1,2,3,1,4,2.265,"[1.838, 0.955]",89.1,90.0,108.5,97.3,26.1,93.0,0,0,"[[7.99,5.67,107.7],[8.68,4.99,129.7],[7.76,4.05,135.6]]","[[[1, 1],'H_O',1.838,'OH'],[[2, 2],'C_O',2.265,'CO']]",[],25B,3S1,1,2,[6_0],"[1,9,11,0,50]",1,5,2.242,"[1.734, 0.97]",93.5,77.8,105.6,98.8,24.1,89.3,"[[8.43,6.43,102.7]]",360.0
aMal370_TSdh_nn_064_2,6253,-1459.862,5S1,5S1,3,6,"[1_50,2_1,3_6]","[2,3]",-1,6,3,2,2,2.206,"[1.495, 1.082]",163.5,180.0,83.9,89.5,82.9,84.2,0,0,"[[7.55,3.58,145.7],[8.61,6.22,107.6],[6.32,1.08,164.9]]","[[[3, 3],'H_O',1.495,'OH'],[[6, 6],'C_O',2.206,'CO']]",[],5S1,5S1,3,6,"[1_50,2_1,3_6]","[2,3]",3,2,2.207,"[1.471, 1.093]",186.0,180.7,85.7,90.4,90.2,80.0,"[[7.51,3.57,144.5],[8.34,5.85,109.5],[6.26,1.09,167.2]]",431.1
aMal236_TSdh_nn_187_0,1902,-1459.9067,3S1,3S1,-1,-1,"[1_2,3_6,3_0,11_50]","[1,2,9,50]",-1,2,4,3,4,2.253,"[0, 0]",93.2,60.0,25.9,79.2,35.3,88.1,0,0,"[[5.52,1.83,150.5],[7.37,3.27,150.3],[6.94,4.85,104.7],[7.67,3.74,143.4]]","[[[2, 2],'C_O',2.253,'CO']]",[],3S1,3S1,-1,-1,"[1_2,3_6,3_0,11_1]","[2,9,11,50]",4,4,2.2680000000000002,"[0, 0]",158.8,74.2,34.3,79.7,32.1,89.4,"[[5.85,1.97,158.9],[6.83,2.83,153.5],[6.98,5.12,101.0],[9.03,4.84,139.7]]",313.7
aMal272_TSdh_nn_181_0,1462,-1459.9105,1HO,1S3,1,2,"[2_50,11_10,13_11]","[1,2,0]",-1,2,3,2,3,2.274,"[3.547, 0.93]",163.0,60.0,191.8,153.0,209.6,87.3,0,0,"[[7.54,3.53,146.4],[8.0,6.23,100.1],[8.55,4.46,141.0]]","[[[1, 1],'H_O',3.547,'OH'],[[2, 2],'C_O',2.274,'CO']]",[],25B,OS2,1,2,"[1_2,6_3,9_11,11_13]","[1,9,0,50]",4,4,2.089,"[1.432, 1.085]",128.3,53.7,107.8,102.0,327.1,95.2,"[[5.67,1.08,148.2],[6.83,4.59,108.3],[7.86,3.97,139.7],[8.38,5.01,124.3]]",303.8
aMal52_TSdh_nn_093_1,4402,-1459.8861,B3O,1C4,3,2,"[2_1,9_50,11_9]","[3,50]",3,2,3,1,2,2.039,"[2.819, 0.933]",276.4,120.0,168.2,75.7,221.6,175.0,0,0,"[[6.8,4.34,112.3],[7.3,4.76,112.4],[7.97,4.14,137.6]]","[[[3, 4],'C_C',1.832,'bb'],[[2, 2],'C_O',2.039,'CO'],[[3, 3],'H_O',2.819,'OH']]",[],B3O,1C4,3,2,"[2_1,11_9]","[3,7]",2,2,2.05,"[2.651, 0.936]",289.9,105.3,166.2,76.6,213.0,174.9,"[[7.11,4.64,111.6],[7.91,4.03,139.8]]",367.8
aMal186_TSdh_nn_130_1,3730,-1459.8912,E3,OS2,-1,-1,"[2_1,3_50,9_50,10_7,11_9,13_11]","[1,2,3]",-1,1,6,2,3,2.506,"[0, 0]",153.9,120.0,179.2,50.3,334.2,91.0,0,0,"[[5.41,1.69,149.6],[7.72,5.32,109.3],[6.68,4.34,110.7],[8.18,5.11,119.5],[8.28,4.7,129.2],[9.13,4.97,138.7]]","[[[1, 1],'C_O',2.506,'CO']]",[],2H3,OS2,-1,-1,"[2_1,3_50,9_50,10_7,11_9,13_11]","[1,2,3]",6,3,2.55,"[0, 0]",159.1,61.7,159.4,65.5,330.4,91.9,"[[5.5,1.84,148.6],[8.06,5.81,106.4],[6.9,4.89,104.8],[8.44,5.79,111.9],[8.5,4.99,126.7],[9.29,5.56,128.0]]",354.4
